column,protocol,seed,budget,actual_budget,method,target,n,rmse,mae,median_absolute_error
40g,compound,2767143051,50,50,physics_scale_residual,center,99,36.20892135544077,18.861073226337602,11.244777619063427
40g,compound,2767143051,50,50,physics_scale_residual,width,99,16.520380286913507,10.869040516832998,7.117288571522472
40g,compound,2767143051,50,50,raw_column_conditioned,center,99,49.22389417854324,29.547879219191927,17.738051499999997
40g,compound,2767143051,50,50,raw_column_conditioned,width,99,36.91459998063689,26.533702741414135,16.621541000000008
40g,compound,2767143051,50,50,mass_normalized_column_conditioned,center,99,34.16569345769694,23.40692752525253,17.060690000000008
40g,compound,2767143051,50,50,mass_normalized_column_conditioned,width,99,40.06019926802451,31.064451797979796,25.425955000000002
40g,compound,2767143051,70,71,scale_only,center,99,34.275585574604925,20.4636635691809,14.29988964530449
40g,compound,2767143051,70,71,scale_only,width,99,19.072336653557162,12.290240557809746,7.943421590017664
40g,compound,2767143051,70,71,local_identity_shrinkage,center,99,31.938043423889173,16.093741201940517,9.57725093055366
40g,compound,2767143051,70,71,local_identity_shrinkage,width,99,22.00523497213338,14.303809284541202,9.361742985433885
40g,compound,2767143051,70,71,conditional_EA,center,99,30.696376887118113,16.106077057270685,10.47652175040158
40g,compound,2767143051,70,71,conditional_EA,width,99,21.266019929073916,13.722866981171382,8.876183543262272
40g,compound,2767143051,70,71,conditional_policy,center,99,31.938043423889173,16.093741201940517,9.57725093055366
40g,compound,2767143051,70,71,conditional_policy,width,99,22.00523497213338,14.303809284541202,9.361742985433885
40g,compound,2767143051,70,71,target_head_only,center,99,80.55878629916873,55.102981603535355,33.1507885
40g,compound,2767143051,70,71,target_head_only,width,99,31.749545520593056,21.956628924242423,14.916655000000002
40g,compound,2767143051,70,71,standard_shallow_finetune,center,99,36.414955905312176,21.206506606060614,11.5834525
40g,compound,2767143051,70,71,standard_shallow_finetune,width,99,16.52751402770845,10.100210383838384,5.7700640000000085
40g,compound,2767143051,70,71,packing_mass_physical_scale,center,99,41.5371455414211,34.3826971680227,29.802444362640387
40g,compound,2767143051,70,71,packing_mass_physical_scale,width,99,60.64246386738428,50.53304588818792,42.99187755584717
40g,compound,2767143051,70,71,physics_scale_residual,center,99,37.4731624543588,19.064070185482223,9.168594185283787
40g,compound,2767143051,70,71,physics_scale_residual,width,99,17.782048687591463,11.072394216599111,7.065492887055029
40g,compound,2767143051,70,71,raw_column_conditioned,center,99,65.98844117884981,37.75236035353536,15.318331999999998
40g,compound,2767143051,70,71,raw_column_conditioned,width,99,24.630569233296658,15.112778040404043,8.089725000000008
40g,compound,2767143051,70,71,mass_normalized_column_conditioned,center,99,36.95825198415275,23.82368548989899,11.913192500000001
40g,compound,2767143051,70,71,mass_normalized_column_conditioned,width,99,42.58679584570686,32.134028818181825,23.699255000000008
40g,compound,2767143051,100,99,scale_only,center,99,34.51902343156782,23.683014573273656,18.667228444997022
40g,compound,2767143051,100,99,scale_only,width,99,19.62604800235585,12.886305835764224,8.876344657441166
40g,compound,2767143051,100,99,local_identity_shrinkage,center,99,32.441391659695796,19.033076322843513,11.488225850844941
40g,compound,2767143051,100,99,local_identity_shrinkage,width,99,21.92468349141467,14.433153117791626,9.424537131930848
40g,compound,2767143051,100,99,conditional_EA,center,99,33.474111048568226,22.3426612578922,16.19848259387245
40g,compound,2767143051,100,99,conditional_EA,width,99,28.261046563805234,20.39594669476705,13.57869771522083
40g,compound,2767143051,100,99,conditional_policy,center,99,32.44139162642743,19.033076183505575,11.488225560354024
40g,compound,2767143051,100,99,conditional_policy,width,99,21.92468345397347,14.433153075755838,9.424536937930498
40g,compound,2767143051,100,99,target_head_only,center,99,80.52794485318671,54.58648978030305,32.1954385
40g,compound,2767143051,100,99,target_head_only,width,99,31.79573152600377,21.98574692424243,15.039762000000003
40g,compound,2767143051,100,99,standard_shallow_finetune,center,99,34.10565425140752,21.50309359090909,12.205794999999995
40g,compound,2767143051,100,99,standard_shallow_finetune,width,99,12.887721740524865,8.6442992020202,5.6256680000000046
40g,compound,2767143051,100,99,packing_mass_physical_scale,center,99,41.5371455414211,34.3826971680227,29.802444362640387
40g,compound,2767143051,100,99,packing_mass_physical_scale,width,99,60.64246386738428,50.53304588818792,42.99187755584717
40g,compound,2767143051,100,99,physics_scale_residual,center,99,32.35956519329684,19.77582934966288,12.873069740948765
40g,compound,2767143051,100,99,physics_scale_residual,width,99,16.63091162662052,11.170672895968055,8.085200652779193
40g,compound,2767143051,100,99,raw_column_conditioned,center,99,62.12978210099204,32.423968106060606,15.317146999999991
40g,compound,2767143051,100,99,raw_column_conditioned,width,99,21.345296293982788,12.463670393939394,7.070529999999977
40g,compound,2767143051,100,99,mass_normalized_column_conditioned,center,99,34.935372491131126,22.75558531313131,13.257276000000005
40g,compound,2767143051,100,99,mass_normalized_column_conditioned,width,99,41.12123107901917,30.573631777777777,22.661964000000008
40g,compound,1362771960,30,28,scale_only,center,109,44.18359548182671,34.21463094885606,27.739473833194353
40g,compound,1362771960,30,28,scale_only,width,109,33.57125088269812,22.912953846808996,16.641084111683327
40g,compound,1362771960,30,28,local_identity_shrinkage,center,109,42.04857519946048,29.860413470435144,22.703656343916037
40g,compound,1362771960,30,28,local_identity_shrinkage,width,109,31.227661615967296,22.76461863312795,17.654965644469996
40g,compound,1362771960,30,28,conditional_EA,center,109,40.82013198778158,27.606330826156857,22.122072066839273
40g,compound,1362771960,30,28,conditional_EA,width,109,29.51920135184299,21.687148237678464,15.902799074652975
40g,compound,1362771960,30,28,conditional_policy,center,109,42.04857519946048,29.860413470435144,22.703656343916037
40g,compound,1362771960,30,28,conditional_policy,width,109,31.227661615967296,22.76461863312795,17.654965644469996
40g,compound,1362771960,30,28,target_head_only,center,109,83.67579689604206,58.18679000458715,34.503465000000006
40g,compound,1362771960,30,28,target_head_only,width,109,31.041342600765596,22.98514298165137,15.781959999999994
40g,compound,1362771960,30,28,standard_shallow_finetune,center,109,39.02038451181816,26.123751637614678,16.424543
40g,compound,1362771960,30,28,standard_shallow_finetune,width,109,16.029271459122718,10.680431201834862,6.906269999999999
40g,compound,1362771960,30,28,packing_mass_physical_scale,center,109,45.810979331078734,35.84066986950165,29.906327342987055
40g,compound,1362771960,30,28,packing_mass_physical_scale,width,109,65.07943379134844,56.713528320767466,53.189823150634794
40g,compound,1362771960,30,28,physics_scale_residual,center,109,60.26591989669558,36.71607320546348,20.99665823732802
40g,compound,1362771960,30,28,physics_scale_residual,width,109,26.58309777611862,17.06506900325141,8.7590751018435
40g,compound,1362771960,30,28,raw_column_conditioned,center,109,80.71072026469207,52.99124308256882,28.7009215
40g,compound,1362771960,30,28,raw_column_conditioned,width,109,28.809669475215898,18.77917242201835,11.16920099999999
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,center,109,43.07692723193433,25.93006804587156,13.7656785
40g,compound,1362771960,30,28,mass_normalized_column_conditioned,width,109,24.05520552463542,17.24744328440367,12.999049999999997
40g,compound,1362771960,50,49,scale_only,center,109,39.606365242186776,26.131515367897208,19.985399798084103
40g,compound,1362771960,50,49,scale_only,width,109,27.762496497656123,18.667167561431746,12.513662972653307
40g,compound,1362771960,50,49,local_identity_shrinkage,center,109,55.13765936858828,32.60950267144918,17.137335888542705
40g,compound,1362771960,50,49,local_identity_shrinkage,width,109,80.88331110304797,49.296326843876514,27.251811883269504
40g,compound,1362771960,50,49,conditional_EA,center,109,37.736551364947715,22.75881450797109,15.997586846196668
40g,compound,1362771960,50,49,conditional_EA,width,109,28.317303534135217,21.01283559022565,16.017722180563375
40g,compound,1362771960,50,49,conditional_policy,center,109,55.13765943411561,32.60950272833847,17.13733595462765
40g,compound,1362771960,50,49,conditional_policy,width,109,80.88331229860341,49.296327414651664,27.251811041034706
40g,compound,1362771960,50,49,target_head_only,center,109,83.98860436651734,58.341120688073396,34.907776
40g,compound,1362771960,50,49,target_head_only,width,109,30.752653633340024,22.58329451376147,15.49771900000001
40g,compound,1362771960,50,49,standard_shallow_finetune,center,109,42.66181284541168,23.77695142660551,12.279144000000002
40g,compound,1362771960,50,49,standard_shallow_finetune,width,109,14.410215298806323,9.345504614678898,6.500176
40g,compound,1362771960,50,49,packing_mass_physical_scale,center,109,45.810979331078734,35.84066986950165,29.906327342987055
40g,compound,1362771960,50,49,packing_mass_physical_scale,width,109,65.07943379134844,56.713528320767466,53.189823150634794
40g,compound,1362771960,50,49,physics_scale_residual,center,109,47.63478510916913,29.111391613283086,18.789699168964304
40g,compound,1362771960,50,49,physics_scale_residual,width,109,26.499649721192785,17.145578642407127,8.090988122669344
40g,compound,1362771960,50,49,raw_column_conditioned,center,109,78.91809533164107,49.27550194266055,28.101684999999996
40g,compound,1362771960,50,49,raw_column_conditioned,width,109,27.136845369160074,17.089602573394497,9.761577000000003
40g,compound,1362771960,50,49,mass_normalized_column_conditioned,center,109,37.46258236726,23.415604151376154,18.705877499999986
40g,compound,1362771960,50,49,mass_normalized_column_conditioned,width,109,27.844410422877793,23.346343073394493,22.439399999999992
40g,compound,1362771960,70,72,scale_only,center,109,39.985916016543584,25.055963427187677,17.294193988727265
40g,compound,1362771960,70,72,scale_only,width,109,22.17224149592844,16.783083737818973,12.047316508432985
40g,compound,1362771960,70,72,local_identity_shrinkage,center,109,39.06524650352878,20.88611873544895,11.702243618252794
40g,compound,1362771960,70,72,local_identity_shrinkage,width,109,23.416910665058456,16.991024997873833,12.180144251482911
40g,compound,1362771960,70,72,conditional_EA,center,109,37.46069355857862,21.34226946104766,14.564864116572238
40g,compound,1362771960,70,72,conditional_EA,width,109,28.30633218073085,21.0514000829319,16.527824058332968
40g,compound,1362771960,70,72,conditional_policy,center,109,39.06524663383,20.886118867170516,11.70224372162545
40g,compound,1362771960,70,72,conditional_policy,width,109,23.416910364615664,16.99102479802834,12.180143585076255
40g,compound,1362771960,70,72,target_head_only,center,109,83.46589978719088,58.1312246146789,34.0554485
40g,compound,1362771960,70,72,target_head_only,width,109,30.916623350198048,22.96482405504587,15.825063999999998
40g,compound,1362771960,70,72,standard_shallow_finetune,center,109,40.202705406138,23.667957678899082,15.88576999999998
40g,compound,1362771960,70,72,standard_shallow_finetune,width,109,12.060642263549848,8.429670403669723,6.499529999999993
40g,compound,1362771960,70,72,packing_mass_physical_scale,center,109,45.810979331078734,35.84066986950165,29.906327342987055
40g,compound,1362771960,70,72,packing_mass_physical_scale,width,109,65.07943379134844,56.713528320767466,53.189823150634794
40g,compound,1362771960,70,72,physics_scale_residual,center,109,41.579981492609065,22.896976787161012,14.468017110018891
40g,compound,1362771960,70,72,physics_scale_residual,width,109,22.2193936397581,14.13722892169388,7.848671013887852
40g,compound,1362771960,70,72,raw_column_conditioned,center,109,84.25137547388722,51.25561333348623,23.885975000000002
40g,compound,1362771960,70,72,raw_column_conditioned,width,109,27.220502034020047,16.590928802752295,9.989868000000001
40g,compound,1362771960,70,72,mass_normalized_column_conditioned,center,109,35.36377959270448,21.164775605504587,14.528624999999991
40g,compound,1362771960,70,72,mass_normalized_column_conditioned,width,109,31.43016596434604,25.54060590825688,23.565775999999993
40g,compound,1362771960,100,100,scale_only,center,109,39.74255726059669,26.239468544849952,20.123647123458746
40g,compound,1362771960,100,100,scale_only,width,109,23.343728746969898,17.753661490109586,13.110257676025455
40g,compound,1362771960,100,100,local_identity_shrinkage,center,109,38.54323371674547,20.17995305256332,10.594869960368626
40g,compound,1362771960,100,100,local_identity_shrinkage,width,109,25.448284251206726,18.622634031667143,12.651644664468506
40g,compound,1362771960,100,100,conditional_EA,center,109,37.37552717989507,21.646790168093595,15.10846179392081
40g,compound,1362771960,100,100,conditional_EA,width,109,28.44129032442101,21.049598274376837,16.309307493600613
40g,compound,1362771960,100,100,conditional_policy,center,109,38.543233705705866,20.17995306989844,10.594870057136696
40g,compound,1362771960,100,100,conditional_policy,width,109,25.44828408958801,18.622633926358944,12.651644058319278
40g,compound,1362771960,100,100,target_head_only,center,109,83.3435498788906,58.07569239908257,33.25566450000001
