mode,seed,split,left,right,left_bin,right_bin,n,mean_combined_error,mean_V1_abs_error,mean_V2_abs_error,mean_V1_width,mean_V2_width
compound,525,train,ea_fraction,V1_q50,"(0.167, 0.333]","(9.189, 63.756]",45,0.59656651501894,4.761580299999999,7.813121244444445,10.14781123111111,12.231568999999999
compound,525,train,ea_fraction,V1_q50,"(0.333, 0.5]","(0.598, 4.724]",121,0.1643391412533258,1.1250957223140496,2.5093444429752063,4.400413849586777,4.98225168016529
compound,525,train,ea_fraction,V1_q50,"(0.333, 0.5]","(4.724, 5.346]",152,0.15531964866001022,0.8817158565789474,2.526245696052632,3.919222084210526,4.645943321710526
compound,525,train,ea_fraction,V1_q50,"(0.333, 0.5]","(5.346, 6.172]",127,0.17139702870109122,0.8595235133858268,3.1238936614173234,4.754172274015748,5.095685932283464
compound,525,train,ea_fraction,V1_q50,"(0.333, 0.5]","(6.172, 9.189]",96,0.33910314406313163,1.9598223989583332,5.764528059375,6.087081618750001,6.54469915625
compound,525,train,ea_fraction,V1_q50,"(0.333, 0.5]","(9.189, 63.756]",25,0.4598224649978232,2.7191334399999993,8.00668264,9.310798579999998,11.299469239999999
compound,525,train,ea_fraction,V1_q50,"(0.5, 1.0]","(0.598, 4.724]",288,0.09363299367038475,0.5093290072916666,1.5110834225694445,3.175331289583333,5.190190631597222
compound,525,train,ea_fraction,V1_q50,"(0.5, 1.0]","(4.724, 5.346]",110,0.12553482662015203,0.7274758245454546,2.1810527290909087,3.3312534354545456,5.903837840909091
compound,525,train,ea_fraction,V1_q50,"(0.5, 1.0]","(5.346, 6.172]",58,0.24184126602811015,1.8806292931034483,3.1300396603448273,4.27945451724138,7.4453988982758625
compound,525,train,ea_fraction,V1_q50,"(0.5, 1.0]","(6.172, 9.189]",32,0.30554583660915097,2.6625518718750003,3.3479340312500003,4.146133265625,7.445870265625
compound,525,train,ea_fraction,V1_q50,"(0.5, 1.0]","(9.189, 63.756]",6,0.47246011055125997,3.0159421166666665,7.792312833333334,5.61540445,11.000109
